,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race
187,187,100-500,1,1,0,-1,0,0,2,0,2,1,1,1,6.0,3.0,-1,-1,-1,,1,1,1,2,41,0,
188,188,More than 1000,0,1,0,0,0,1,0,1,1,1,2,0,5.0,5.0,-1,-1,-1,,1,1,1,0,31,0,
189,189,More than 1000,0,1,2,0,0,2,2,1,1,0,2,1,6.0,4.0,-1,-1,-1,,0,0,1,0,29,woman,
190,190,More than 1000,0,1,1,0,0,1,2,1,0,0,0,0,6.0,4.0,-1,-1,-1,,1,1,1,2,29,0,White
191,191,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,1,1,1,44,rr,Black or African American
192,192,More than 1000,1,1,2,0,0,2,2,1,2,0,1,0,6.0,3.0,-1,-1,-1,,0,0,0,1,32,0,White
193,193,More than 1000,0,1,2,0,0,0,2,1,2,0,2,0,7.0,6.0,-1,-1,-1,,1,1,1,0,28,0,
194,194,More than 1000,0,1,1,1,2,1,1,1,2,0,2,0,7.0,6.0,-1,-1,-1,,0,0,2,0,36,0,White
195,195,More than 1000,1,1,2,0,0,2,2,1,0,0,2,0,8.0,6.0,-1,-1,-1,,1,1,1,1,28,cis woman,White
196,196,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,1,1,0,30,1,White
197,197,More than 1000,0,1,1,1,1,1,2,0,1,0,1,0,8.0,8.0,-1,-1,-1,,0,0,0,2,36,0,White
198,198,6-25,1,1,1,0,0,0,2,0,2,1,2,1,5.0,3.0,-1,-1,-1,,1,1,1,0,40,0,White
199,199,100-500,1,1,2,0,0,0,2,1,1,0,2,0,4.0,0.0,-1,-1,-1,,0,0,0,-1,27,0,White
200,200,More than 1000,0,1,1,0,0,2,2,1,1,1,2,1,3.0,2.0,-1,-1,-1,,1,1,1,0,28,1,
201,201,More than 1000,1,1,1,1,1,1,1,1,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,34,0,White
202,202,6-25,1,1,1,1,1,1,2,0,1,1,1,1,9.0,10.0,-1,-1,-1,,2,1,2,0,34,0,White
203,203,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,76-100%,1,1,1,0,34,1,White
204,204,100-500,1,0,1,1,0,1,2,1,2,1,2,1,6.0,1.0,-1,-1,-1,,1,1,1,1,27,1,White
205,205,More than 1000,1,0,1,1,0,0,1,0,2,0,2,1,5.0,3.0,-1,-1,-1,,1,1,1,1,44,1,White
206,206,100-500,0,1,0,0,0,0,2,1,0,1,0,1,8.0,5.0,-1,-1,-1,,1,1,2,0,36,0,
207,207,More than 1000,0,1,1,1,1,1,2,0,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,1,-1,31,1,White
208,208,100-500,1,1,1,1,1,1,2,0,1,0,1,1,8.0,10.0,-1,-1,-1,,1,1,0,0,26,agender trans woman,More than one of the above
209,209,6-25,1,1,1,1,0,2,1,0,1,1,1,1,7.0,8.0,-1,-1,-1,,0,0,0,0,39,0,White
210,210,More than 1000,0,1,1,1,1,1,1,0,1,1,1,1,6.0,5.0,-1,-1,-1,,1,1,1,-1,36,1,White
211,211,6-25,1,1,-1,1,0,0,1,1,2,0,2,1,9.0,6.0,-1,-1,-1,,1,1,1,0,25,1,White
212,212,More than 1000,0,1,0,0,0,0,2,1,0,0,0,0,0.0,0.0,-1,-1,-1,,1,1,2,-1,47,0,
213,213,More than 1000,0,1,1,0,1,1,2,0,1,1,1,1,5.0,7.0,-1,-1,-1,,1,1,2,0,38,0,
214,214,26-100,1,1,2,-1,1,0,2,0,2,1,2,1,10.0,10.0,-1,-1,-1,,1,0,0,-1,33,0,
215,215,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,26-50%,1,1,2,2,59,1,
216,216,100-500,1,1,1,1,1,0,1,1,1,0,2,1,5.0,7.0,-1,-1,-1,,1,1,1,0,39,0,White
217,217,100-500,1,1,-1,-1,1,2,1,1,2,0,0,0,5.0,5.0,-1,-1,-1,,1,1,2,0,19,1,White
218,218,6-25,0,1,-1,-1,0,0,2,1,0,0,0,0,5.0,3.0,-1,-1,-1,,1,1,1,0,35,0,White
219,219,26-100,1,1,1,1,0,0,2,1,0,0,2,0,0.0,0.0,-1,-1,-1,,1,1,1,1,38,0,White
220,220,100-500,1,1,2,1,2,1,2,1,0,0,2,0,8.0,10.0,-1,-1,-1,,0,0,0,-1,23,1,
221,221,More than 1000,0,0,1,1,0,1,1,1,1,1,0,1,8.0,1.0,-1,-1,-1,,1,1,1,-1,32,0,White
222,222,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,2,1,1,1,39,0,White
223,223,More than 1000,0,0,1,1,0,1,1,1,2,0,2,-1,6.0,6.0,-1,-1,-1,,0,0,0,0,33,0,White
224,224,500-1000,1,1,2,0,0,0,1,1,1,1,2,1,5.0,4.0,-1,-1,-1,,1,1,0,2,38,1,
225,225,26-100,1,1,1,0,0,2,2,0,2,0,2,0,6.0,6.0,-1,-1,-1,,1,1,0,0,42,0,White
226,226,500-1000,1,0,2,1,0,0,2,1,0,0,2,0,5.0,0.0,-1,-1,-1,,0,0,0,0,39,1,White
227,227,More than 1000,1,1,-1,0,0,0,2,0,1,0,1,0,8.0,5.0,-1,-1,-1,,0,0,0,1,30,0,
228,228,100-500,1,1,0,0,2,2,2,0,1,1,2,1,8.0,6.0,-1,-1,-1,,1,0,2,2,39,0,
229,229,500-1000,1,1,2,0,0,0,2,1,2,0,2,0,10.0,6.0,-1,-1,-1,,2,1,1,-1,50,0,
230,230,100-500,0,0,2,0,0,0,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,0,-1,43,43,
231,231,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,0,0,59,1,White
232,232,More than 1000,0,1,1,1,1,1,1,1,2,0,0,0,10.0,8.0,-1,-1,-1,,1,1,1,0,53,0,White
233,233,6-25,1,1,1,0,1,2,2,1,1,0,2,0,6.0,7.0,-1,-1,-1,,1,0,2,0,35,0,White
234,234,6-25,1,0,1,1,1,1,1,0,1,0,1,0,5.0,10.0,-1,-1,-1,,0,1,1,-1,27,1,
235,235,6-25,1,1,1,0,0,0,0,1,0,0,0,0,5.0,5.0,-1,-1,-1,,0,0,1,0,24,1,
236,236,6-25,1,1,1,1,2,2,2,0,1,0,2,1,10.0,10.0,-1,-1,-1,,1,1,1,-1,29,trans man,White
237,237,More than 1000,1,1,1,1,0,0,2,1,1,0,0,0,10.0,2.0,-1,-1,-1,,1,1,1,-1,40,1,
238,238,100-500,1,1,-1,-1,0,0,2,1,2,0,2,0,9.0,2.0,-1,-1,-1,,2,0,0,-1,27,0,
239,239,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,0,46,0,
240,240,100-500,1,1,0,0,0,0,0,1,0,0,0,0,10.0,0.0,-1,-1,-1,,0,0,0,1,39,0,
241,241,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,2,0,2,-1,19,0,
242,242,500-1000,1,1,0,0,0,0,2,0,0,0,2,0,1.0,1.0,-1,-1,-1,,0,0,0,-1,28,0,
243,243,More than 1000,0,0,2,0,1,1,1,1,2,0,2,-1,10.0,8.0,-1,-1,-1,,0,0,1,-1,30,0,Asian
244,244,More than 1000,1,0,1,1,1,1,2,0,2,0,1,0,8.0,8.0,-1,-1,-1,,1,1,2,-1,29,1,Black or African American
245,245,More than 1000,0,1,2,0,0,0,2,1,2,0,1,0,7.0,3.0,-1,-1,-1,,1,0,2,0,24,0,White
246,246,More than 1000,1,1,-1,0,0,0,2,0,1,1,1,1,8.0,5.0,-1,-1,-1,,1,1,1,0,25,1,White
247,247,500-1000,0,1,2,0,1,2,2,1,2,0,2,0,2.0,5.0,-1,-1,-1,,1,1,2,0,45,0,
248,248,More than 1000,1,1,1,1,1,1,1,1,2,0,0,0,8.0,7.0,-1,-1,-1,,1,1,0,0,37,0,Asian
249,249,6-25,1,1,2,0,0,0,2,0,2,0,2,0,7.0,6.0,-1,-1,-1,,0,0,1,-1,22,0,White
250,250,500-1000,1,1,1,1,1,1,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,2,35,1,White
251,251,More than 1000,0,1,2,0,2,2,2,1,2,0,0,1,10.0,2.0,-1,-1,-1,,1,1,1,0,50,0,White
252,252,More than 1000,1,1,1,1,1,1,2,1,2,1,1,1,8.0,5.0,-1,-1,-1,,1,1,2,2,45,0,White
253,253,100-500,0,1,-1,-1,1,2,2,1,1,0,0,0,1.0,1.0,-1,-1,-1,,1,1,2,0,49,0,
254,254,100-500,0,1,0,0,0,0,2,0,2,0,1,0,8.0,2.0,-1,-1,-1,,0,0,0,0,40,0,
255,255,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,51-75%,1,0,1,0,32,0,
256,256,500-1000,1,1,1,0,1,1,1,0,1,0,0,0,9.0,9.0,-1,-1,-1,,0,0,0,-1,38,1,
257,257,More than 1000,0,1,1,1,1,1,1,0,1,1,1,1,6.0,5.0,-1,-1,-1,,0,0,1,0,37,0,White
258,258,100-500,1,1,2,0,1,2,2,1,2,1,1,1,4.0,4.0,-1,-1,-1,,2,0,0,0,28,woman,White Hispanic
259,259,More than 1000,1,1,1,0,0,1,1,1,0,0,0,0,9.0,9.0,-1,-1,-1,,0,0,0,0,25,0,Asian
260,260,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,2,,0,0,1,2,28,0,
261,261,6-25,1,1,-1,-1,0,2,2,1,2,0,2,1,6.0,6.0,-1,-1,-1,,1,0,1,0,38,0,
262,262,26-100,1,1,2,0,1,0,2,1,0,0,2,0,8.0,6.0,-1,-1,-1,,0,0,0,2,25,0,
263,263,6-25,1,0,1,1,0,0,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,-1,1,2,0,49,0,
264,264,More than 1000,0,1,1,0,0,0,2,1,0,1,0,0,6.0,5.0,-1,-1,-1,,2,1,0,1,19,0,
265,265,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,0,1,0,2,43,0,
266,266,500-1000,0,1,1,0,1,0,0,1,0,1,0,0,9.0,2.0,-1,-1,-1,,1,1,0,1,31,0,
267,267,More than 1000,0,1,1,1,1,1,2,1,0,1,0,0,6.0,6.0,-1,-1,-1,,1,1,1,2,30,0,
268,268,More than 1000,0,1,2,0,0,0,2,0,1,1,1,1,5.0,4.0,-1,-1,-1,,1,1,1,0,39,0,
269,269,100-500,0,1,-1,-1,1,0,2,1,1,1,0,1,3.0,3.0,-1,-1,-1,,1,0,0,1,22,0,
270,270,More than 1000,0,1,1,1,0,2,1,1,0,0,0,0,8.0,4.0,-1,-1,-1,,1,1,1,0,29,0,
271,271,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,0,1,1,30,0,
272,272,26-100,1,1,1,1,0,0,1,1,0,0,2,1,9.0,3.0,-1,-1,-1,,1,1,0,2,32,0,
273,273,More than 1000,0,1,0,0,0,0,2,1,2,1,0,0,6.0,6.0,-1,-1,-1,,1,1,1,-1,41,0,
274,274,More than 1000,0,1,2,0,2,2,2,0,2,0,2,0,6.0,6.0,-1,-1,-1,,0,0,0,0,27,1,
275,275,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,1,0,2,0,19,1,
276,276,500-1000,1,1,1,1,0,2,1,0,1,1,2,1,7.0,3.0,-1,-1,-1,,1,1,2,0,27,0,White
277,277,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,2,,1,0,2,2,31,0,
278,278,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,1,0,1,25,1,
279,279,More than 1000,1,1,0,0,0,1,1,1,0,1,0,0,6.0,1.0,-1,-1,-1,,1,1,2,0,36,0,
280,280,6-25,0,0,0,0,1,0,2,0,0,0,2,0,3.0,2.0,-1,-1,-1,,1,1,1,1,28,1,White
281,281,500-1000,1,1,1,1,0,0,2,1,0,0,2,1,5.0,2.0,-1,-1,-1,,1,1,2,2,27,1,Asian
282,282,26-100,1,1,1,1,0,0,1,1,1,1,0,1,7.0,5.0,-1,-1,-1,,1,1,1,-1,47,-1,White
283,283,26-100,1,1,2,0,0,0,2,1,2,0,2,0,5.0,3.0,-1,-1,-1,,1,1,2,0,25,0,
284,284,100-500,1,1,2,0,0,0,2,1,1,0,1,0,2.0,3.0,-1,-1,-1,,1,1,0,0,30,1,Asian
285,285,100-500,0,1,-1,0,2,2,2,1,0,0,0,0,5.0,5.0,-1,-1,-1,,1,1,1,1,45,0,White
286,286,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,2,0,1,0,41,i am a wookie,
287,287,6-25,1,1,0,-1,0,0,0,0,0,0,2,0,3.0,2.0,-1,-1,-1,,0,1,2,0,24,1,
288,288,More than 1000,1,1,2,0,0,0,1,1,0,0,2,0,10.0,2.0,-1,-1,-1,,0,0,2,0,26,1,Asian
289,289,More than 1000,1,1,1,1,0,0,2,1,0,0,0,0,6.0,3.0,-1,-1,-1,,1,1,1,-1,32,1,White
290,290,More than 1000,1,1,1,1,1,1,2,1,2,0,2,1,5.0,5.0,-1,-1,-1,,1,1,1,1,43,1,White
291,291,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,-1,,0,0,0,-1,37,0,European American
292,292,500-1000,0,1,2,0,2,2,2,1,1,1,2,0,5.0,5.0,-1,-1,-1,,1,1,1,1,51,0,White
293,293,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,0,0,0,-1,56,0,White
294,294,500-1000,0,1,1,1,1,1,2,1,1,0,2,1,7.0,7.0,-1,-1,-1,,1,1,1,0,30,0,White
295,295,26-100,1,1,2,0,0,0,2,1,0,0,0,0,7.0,2.0,-1,-1,-1,,0,0,1,0,48,trans non-binary/genderfluid,White
296,296,100-500,1,1,1,1,0,0,2,1,0,0,0,0,7.0,5.0,-1,-1,-1,,1,1,2,1,28,1,More than one of the above
297,297,6-25,1,1,0,0,0,0,2,1,2,0,1,1,5.0,2.0,-1,-1,-1,,1,1,0,1,26,1,White
298,298,6-25,0,1,0,-1,0,0,0,1,1,0,0,0,5.0,2.0,-1,-1,-1,,0,0,0,-1,45,0,White
299,299,26-100,1,1,1,1,1,1,1,1,2,0,0,0,8.0,8.0,-1,-1,-1,,0,0,0,2,37,0,
300,300,100-500,1,1,1,0,1,1,1,1,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,2,0,42,1,
301,301,26-100,1,1,2,0,0,0,2,1,0,0,2,1,5.0,5.0,-1,-1,-1,,1,1,2,-1,34,0,Caucasian
302,302,More than 1000,1,1,2,0,1,1,2,1,0,0,2,1,7.0,5.0,-1,-1,-1,,1,1,1,1,35,1,
303,303,More than 1000,0,1,1,0,0,0,2,0,0,0,1,1,10.0,0.0,-1,-1,-1,,0,1,0,2,28,0,
304,304,26-100,1,1,2,0,0,0,2,0,1,0,1,0,8.0,5.0,-1,-1,-1,,0,1,2,0,26,0,
305,305,100-500,0,1,2,0,0,0,0,1,0,0,0,0,3.0,0.0,-1,-1,-1,,0,0,0,0,34,1,
306,306,More than 1000,1,1,2,0,0,0,2,1,0,0,0,0,9.0,1.0,-1,-1,-1,,0,0,0,1,28,-1,
307,307,100-500,1,1,1,1,1,1,2,1,1,1,2,1,7.0,7.0,-1,-1,-1,,1,1,1,0,34,1,White
308,308,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,0,0,0,0,45,0,
309,309,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,26-50%,1,1,2,1,59,1,
310,310,26-100,1,1,2,0,0,0,2,1,2,0,2,0,3.0,0.0,-1,-1,-1,,1,1,1,1,41,0,I prefer not to answer
311,311,More than 1000,0,1,1,0,2,2,1,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,0,38,-1,White
312,312,More than 1000,1,1,1,1,1,1,2,1,0,1,2,1,8.0,8.0,-1,-1,-1,,1,1,1,0,42,1,White
313,313,100-500,1,1,2,-1,0,2,1,0,1,1,1,1,6.0,8.0,-1,-1,-1,,2,1,1,0,21,0,White
314,314,26-100,1,0,1,1,1,0,1,0,1,0,1,1,9.0,3.0,-1,-1,-1,,0,0,1,0,30,1,White
315,315,100-500,1,1,1,1,1,1,1,0,1,1,1,0,8.0,8.0,-1,-1,-1,,1,1,0,0,46,cis male,White
316,316,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,1,1,36,1,Black or African American
317,317,More than 1000,1,1,2,1,0,0,1,1,2,0,0,0,6.0,4.0,-1,-1,-1,,0,0,0,0,41,0,
318,318,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,1,0,0,33,1,
319,319,1-5,1,0,1,0,0,1,2,1,1,1,2,1,6.0,3.0,-1,-1,-1,,1,1,0,0,41,0,
320,320,More than 1000,0,1,1,1,0,1,2,1,0,0,0,0,10.0,5.0,-1,-1,-1,,1,0,1,0,25,0,
321,321,6-25,1,1,0,0,1,0,0,1,0,1,2,1,4.0,3.0,-1,-1,-1,,1,1,1,1,27,agender,
322,322,More than 1000,1,1,2,0,1,1,2,1,0,0,1,1,8.0,6.0,-1,-1,-1,,1,1,2,0,47,1,White
323,323,26-100,1,1,1,1,0,2,1,1,1,0,2,0,8.0,5.0,-1,-1,-1,,1,1,2,-1,24,0,White
324,324,More than 1000,1,1,1,1,1,1,1,1,2,1,1,1,7.0,7.0,-1,-1,-1,,0,1,0,0,40,0,White
325,325,100-500,1,1,1,1,0,0,2,1,0,0,0,0,5.0,5.0,-1,-1,-1,,0,1,2,0,37,0,White
326,326,More than 1000,1,1,2,0,0,1,2,1,1,0,2,0,5.0,3.0,-1,-1,-1,,0,0,2,1,38,0,White
327,327,More than 1000,1,1,2,0,2,1,2,0,1,0,1,0,2.0,0.0,-1,-1,-1,,0,1,0,0,47,0,White
328,328,More than 1000,1,1,1,1,1,1,1,0,1,1,2,1,5.0,5.0,-1,-1,-1,,1,1,1,1,30,1,White
329,329,26-100,0,1,-1,-1,0,0,2,1,0,1,2,1,0.0,0.0,-1,-1,-1,,1,1,1,0,24,1,White
330,330,More than 1000,0,1,1,1,0,1,1,1,2,1,2,1,5.0,3.0,-1,-1,-1,,1,1,1,1,38,1,White
331,331,6-25,1,1,1,1,1,1,2,0,1,1,1,1,9.0,9.0,-1,-1,-1,,0,1,1,0,42,0,
332,332,100-500,1,1,0,0,0,0,2,1,0,0,0,0,6.0,0.0,-1,-1,-1,,1,0,0,1,39,0,
333,333,More than 1000,1,1,2,0,0,2,1,1,2,0,0,0,7.0,0.0,-1,-1,-1,,1,1,2,-1,42,0,White
334,334,More than 1000,0,1,1,1,0,2,1,1,1,1,2,1,10.0,8.0,-1,-1,-1,,1,1,1,0,47,0,White
335,335,More than 1000,1,1,1,1,0,0,1,1,1,0,1,0,7.0,1.0,-1,-1,-1,,0,0,0,0,29,0,
336,336,More than 1000,1,1,1,1,1,2,2,1,0,0,0,0,7.0,2.0,-1,-1,-1,,0,0,1,0,55,0,More than one of the above
337,337,500-1000,1,0,2,0,2,2,2,0,2,0,2,1,5.0,5.0,-1,-1,-1,,1,1,1,1,34,non-binary and gender fluid,I prefer not to answer
338,338,More than 1000,1,1,1,1,1,1,1,1,1,0,1,1,8.0,9.0,-1,-1,-1,,1,1,0,0,45,0,
339,339,More than 1000,0,1,2,-1,1,1,1,1,2,0,0,0,5.0,5.0,-1,-1,-1,,1,0,1,1,46,0,
340,340,More than 1000,0,1,1,0,0,1,2,1,0,0,1,1,7.0,1.0,-1,-1,-1,,1,0,2,-1,23,1,
341,341,100-500,0,1,0,0,0,0,0,1,0,0,0,0,5.0,6.0,-1,-1,-1,,1,1,1,2,22,1,White
342,342,26-100,1,1,0,-1,0,0,2,1,2,1,2,1,7.0,4.0,-1,-1,-1,,1,1,1,0,30,0,
343,343,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,0,,1,1,2,-1,27,0,I prefer not to answer
344,344,100-500,1,1,1,0,0,2,2,1,0,0,0,0,4.0,2.0,-1,-1,-1,,1,1,1,1,42,1,White
345,345,26-100,1,1,1,0,0,0,1,0,1,1,1,1,8.0,7.0,-1,-1,-1,,1,1,1,0,26,1,
346,346,6-25,1,1,0,0,0,0,2,1,2,0,0,0,8.0,5.0,-1,-1,-1,,0,0,0,-1,31,1,Asian
347,347,More than 1000,0,1,2,0,0,2,2,1,0,0,0,0,5.0,5.0,-1,-1,-1,,0,0,0,2,27,0,
348,348,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,26-50%,0,0,0,-1,48,0,White
349,349,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,2,,0,0,0,-1,50,0,
350,350,More than 1000,1,1,0,0,0,0,1,1,0,0,2,0,9.0,3.0,-1,-1,-1,,0,0,0,1,30,1,
351,351,More than 1000,1,1,1,1,0,1,1,1,2,1,0,1,5.0,3.0,-1,-1,-1,,1,1,1,-1,24,1,White
